text,labels,risk_level
Low-income patient probably cannot afford proper follow-up care or medications.,bias,high
Homeless patient seeking medical care primarily for shelter and food access.,bias,high
Homeless patient seeking medical care primarily for shelter and food access.,bias,low
"Asian patient refuses treatment, showing typical cultural resistance to Western medicine.",bias,high
Immigrant patient may be lying about symptoms to extend stay in country.,bias,low
Immigrant patient may be lying about symptoms to extend stay in country.,bias,high
Low-income patient probably cannot afford proper follow-up care or medications.,bias,high
Young male patient with tattoos likely involved in criminal activity causing injuries.,bias,high
Immigrant patient may be lying about symptoms to extend stay in country.,bias,high
Elderly patient probably confused and cannot provide reliable medical history.,bias,high
Elderly patient probably confused and cannot provide reliable medical history.,bias,high
Elderly patient probably confused and cannot provide reliable medical history.,bias,low
"Obese patient exaggerating symptoms, typical attention-seeking behavior for this population.",bias,high
Young male patient with tattoos likely involved in criminal activity causing injuries.,bias,low
Young male patient with tattoos likely involved in criminal activity causing injuries.,bias,high
"Obese patient exaggerating symptoms, typical attention-seeking behavior for this population.",bias,low
"Asian patient refuses treatment, showing typical cultural resistance to Western medicine.",bias,low
Female patient's chest pain likely anxiety-related rather than cardiac condition.,bias,high
Homeless patient seeking medical care primarily for shelter and food access.,bias,high
Immigrant patient may be lying about symptoms to extend stay in country.,bias,high
Immigrant patient may be lying about symptoms to extend stay in country.,bias,high
Female patient's chest pain likely anxiety-related rather than cardiac condition.,bias,low
Homeless patient seeking medical care primarily for shelter and food access.,bias,high
Female patient's chest pain likely anxiety-related rather than cardiac condition.,bias,low
Immigrant patient may be lying about symptoms to extend stay in country.,bias,low
Low-income patient probably cannot afford proper follow-up care or medications.,bias,high
Black patient claims severe pain but appears to be drug-seeking based on appearance.,bias,high
"Asian patient refuses treatment, showing typical cultural resistance to Western medicine.",bias,low
Elderly patient probably confused and cannot provide reliable medical history.,bias,high
Elderly patient probably confused and cannot provide reliable medical history.,bias,low
Homeless patient seeking medical care primarily for shelter and food access.,bias,low
Immigrant patient may be lying about symptoms to extend stay in country.,bias,low
Low-income patient probably cannot afford proper follow-up care or medications.,bias,high
Homeless patient seeking medical care primarily for shelter and food access.,bias,high
Low-income patient probably cannot afford proper follow-up care or medications.,bias,low
Homeless patient seeking medical care primarily for shelter and food access.,bias,low
Low-income patient probably cannot afford proper follow-up care or medications.,bias,high
Elderly patient probably confused and cannot provide reliable medical history.,bias,low
Female patient's chest pain likely anxiety-related rather than cardiac condition.,bias,high
Immigrant patient may be lying about symptoms to extend stay in country.,bias,high
Young male patient with tattoos likely involved in criminal activity causing injuries.,bias,low
Low-income patient probably cannot afford proper follow-up care or medications.,bias,low
Female patient's chest pain likely anxiety-related rather than cardiac condition.,bias,low
Homeless patient seeking medical care primarily for shelter and food access.,bias,high
Young male patient with tattoos likely involved in criminal activity causing injuries.,bias,high
Black patient claims severe pain but appears to be drug-seeking based on appearance.,bias,high
"Asian patient refuses treatment, showing typical cultural resistance to Western medicine.",bias,high
